team,player,track,score
Za,Trevor,Infernal Pipeyard,3
Za,Trevor,DS Waluigi Pinball,12
Za,Trevor,Wicked Woods,15
Za,Trevor,Yoshi Lagoon,12
Za,Trevor,Tropical Factory,15
Za,Trevor,Bluster Blob Bluff,10
Za,Sparkster,Mansion of Madness,10
Za,Sparkster,DS Airship Fortress,6
Za,Sparkster,Halogen Highway,10
Za,Sparkster,Aqua Dungeon,2
Za,Sparkster,Castle of Time,15
Za,Sparkster,Obstagoon's Palace,6
Za,Sparkster,Infernal Pipeyard,6
Za,Sparkster,DS Waluigi Pinball,6
Za,Sparkster,Wicked Woods,6
Za,Sparkster,Yoshi Lagoon,8
Za,Sparkster,Tropical Factory,10
Za,Sparkster,Bluster Blob Bluff,3
Za,mike,Mansion of Madness,12
Za,mike,DS Airship Fortress,3
Za,mike,Halogen Highway,3
Za,mike,Aqua Dungeon,6
Za,mike,Castle of Time,8
Za,mike,Obstagoon's Palace,15
Za,mike,Infernal Pipeyard,2
Za,mike,DS Waluigi Pinball,8
Za,mike,Wicked Woods,2
Za,mike,Yoshi Lagoon,15
Za,mike,Tropical Factory,6
Za,mike,Bluster Blob Bluff,6
Za,Helia,Mansion of Madness,6
Za,Helia,DS Airship Fortress,10
Za,Helia,Halogen Highway,6
Za,Helia,Aqua Dungeon,12
Za,Helia,Castle of Time,6
Za,Helia,Obstagoon's Palace,4
Za,Helia,Infernal Pipeyard,4
Za,Helia,DS Waluigi Pinball,10
Za,Helia,Wicked Woods,10
Za,Helia,Yoshi Lagoon,3
Za,Helia,Tropical Factory,4
Za,Helia,Bluster Blob Bluff,4
Za,Striker (bag),Mansion of Madness,0
Za,Striker (bag),DS Airship Fortress,1
Za,Striker (bag),Halogen Highway,1
Za,Striker (bag),Aqua Dungeon,1
Za,Striker (bag),Castle of Time,1
Za,Striker (bag),Obstagoon's Palace,1
Za,Striker (bag),Infernal Pipeyard,1
Za,Striker (bag),DS Waluigi Pinball,1
Za,Striker (bag),Wicked Woods,1
Za,Striker (bag),Yoshi Lagoon,1
Za,Striker (bag),Tropical Factory,1
Za,Striker (bag),Bluster Blob Bluff,1
Mi,Jack,Mansion of Madness,4
Mi,Jack,DS Airship Fortress,12
Mi,Jack,Halogen Highway,2
Mi,Jack,Aqua Dungeon,15
Mi,Jack,Castle of Time,4
Mi,Jack,Obstagoon's Palace,8
Mi,Jack,Infernal Pipeyard,12
Mi,Jack,DS Waluigi Pinball,15
Mi,Jack,Wicked Woods,8
Mi,Jack,Yoshi Lagoon,4
Mi,Jack,Tropical Factory,8
Mi,Jack,Bluster Blob Bluff,8
Mi,abell,Mansion of Madness,3
Mi,abell,DS Airship Fortress,8
Mi,abell,Halogen Highway,15
Mi,abell,Aqua Dungeon,8
Mi,abell,Castle of Time,3
Mi,abell,Obstagoon's Palace,12
Mi,abell,Infernal Pipeyard,15
Mi,abell,DS Waluigi Pinball,4
Mi,abell,Wicked Woods,12
Mi,abell,Yoshi Lagoon,2
Mi,abell,Tropical Factory,3
Mi,abell,Bluster Blob Bluff,15
Mi,winter,Mansion of Madness,15
Mi,winter,DS Airship Fortress,15
Mi,winter,Halogen Highway,4
Mi,winter,Aqua Dungeon,4
Mi,winter,Castle of Time,2
Mi,winter,Obstagoon's Palace,2
Mi,winter,Infernal Pipeyard,8
Mi,winter,DS Waluigi Pinball,3
Mi,winter,Wicked Woods,3
Mi,winter,Yoshi Lagoon,10
Mi,winter,Tropical Factory,12
Mi,winter,Bluster Blob Bluff,2
Mi,Tectrox,Mansion of Madness,8
Mi,Tectrox,DS Airship Fortress,2
Mi,Tectrox,Halogen Highway,8
Mi,Tectrox,Aqua Dungeon,3
Mi,Tectrox,Castle of Time,12
Mi,Tectrox,Obstagoon's Palace,3
Mi,Tectrox,Infernal Pipeyard,10
Mi,Tectrox,DS Waluigi Pinball,2
Mi,Tectrox,Wicked Woods,4
Mi,Tectrox,Yoshi Lagoon,6
Mi,Tectrox,Tropical Factory,2
Mi,Tectrox,Bluster Blob Bluff,12
Mi,Lewis,Mansion of Madness,8
Mi,Lewis,DS Airship Fortress,2
Mi,Lewis,Halogen Highway,8
Mi,Lewis,Aqua Dungeon,3
Mi,Lewis,Castle of Time,12
Mi,Lewis,Obstagoon's Palace,3
Mi,Lewis,Infernal Pipeyard,3
Mi,Lewis,DS Waluigi Pinball,3
Mi,Lewis (bag),Wicked Woods,0
Mi,Lewis (bag),Yoshi Lagoon,0
Mi,Lewis (bag),Tropical Factory,0
Mi,Lewis (bag),Bluster Blob Bluff,0
Mi,miiwii (bag),Mansion of Madness,1
Mi,miiwii (bag),DS Airship Fortress,0
Mi,miiwii (bag),Halogen Highway,0
Mi,miiwii (bag),Aqua Dungeon,0
Mi,miiwii (bag),Castle of Time,0
Mi,miiwii (bag),Obstagoon's Palace,0
Mi,miiwii (bag),Infernal Pipeyard,0
Mi,miiwii (bag),DS Waluigi Pinball,0
Mi,miiwii (bag),Wicked Woods,0
Mi,miiwii (bag),Yoshi Lagoon,0
Mi,miiwii (bag),Tropical Factory,0
Mi,miiwii (bag),Bluster Blob Bluff,0
sts,Loocas,Marble Towers,2
sts,Loocas,Mansion of Madness,15
sts,Loocas,Super Sky Courtyard,10
sts,Loocas,Hell Pyramid,12
sts,Loocas,Desert Fort,4
sts,Loocas,Sandstone Cliffs,8
sts,Loocas,Shy Guy Lumber Co.,15
sts,Loocas,Strobenz Desert Illusion,12
sts,Loocas,Banished Keep,15
sts,Loocas,Rainbow Road: Solar Edition,15
sts,Loocas,N64 Rainbow Road,8
sts,Loocas,Ghost House,8
sts,Bally,Marble Towers,6
sts,Bally,Mansion of Madness,10
sts,Bally,Super Sky Courtyard,6
sts,Bally,Hell Pyramid,15
sts,Bally,Desert Fort,12
sts,Bally,Sandstone Cliffs,4
sts,Bally,Shy Guy Lumber Co.,4
sts,Bally,Strobenz Desert Illusion,4
sts,Bally,Banished Keep,6
sts,Bally,Rainbow Road: Solar Edition,3
sts,Bally,N64 Rainbow Road,6
sts,Bally,Ghost House,10
sts,JP,Marble Towers,15
sts,JP,Mansion of Madness,12
sts,JP,Super Sky Courtyard,12
sts,JP,Hell Pyramid,4
sts,JP,Desert Fort,8
sts,JP,Sandstone Cliffs,10
sts,JP,Shy Guy Lumber Co.,6
sts,JP,Strobenz Desert Illusion,2
sts,JP,Banished Keep,4
sts,JP,Rainbow Road: Solar Edition,4
sts,JP,N64 Rainbow Road,3
sts,JP,Ghost House,3
sts,gakpo,Marble Towers,12
sts,gakpo,Mansion of Madness,2
sts,gakpo,Super Sky Courtyard,4
sts,gakpo,Hell Pyramid,10
sts,gakpo,Desert Fort,6
sts,gakpo,Sandstone Cliffs,3
sts,gakpo,Shy Guy Lumber Co.,12
sts,gakpo,Strobenz Desert Illusion,6
sts,gakpo,Banished Keep,10
sts,gakpo,Rainbow Road: Solar Edition,12
sts,gakpo,N64 Rainbow Road,4
sts,gakpo,Ghost House,2
sts,JC (bag),Marble Towers,1
sts,JC (bag),Mansion of Madness,0
sts,JC (bag),Super Sky Courtyard,1
sts,JC (bag),Hell Pyramid,1
sts,JC (bag),Desert Fort,0
sts,JC (bag),Sandstone Cliffs,1
sts,JC (bag),Shy Guy Lumber Co.,0
sts,JC (bag),Strobenz Desert Illusion,1
sts,JC (bag),Banished Keep,0
sts,JC (bag),Rainbow Road: Solar Edition,0
sts,JC (bag),N64 Rainbow Road,0
sts,JC (bag),Ghost House,1
Flag,Canton,Marble Towers,4
Flag,Canton,Mansion of Madness,8
Flag,Canton,Super Sky Courtyard,3
Flag,Canton,Hell Pyramid,2
Flag,Canton,Desert Fort,2
Flag,Canton,Sandstone Cliffs,15
Flag,Canton,Shy Guy Lumber Co.,2
Flag,Canton,Strobenz Desert Illusion,15
Flag,Canton,Banished Keep,8
Flag,Canton,Rainbow Road: Solar Edition,2
Flag,Canton,N64 Rainbow Road,15
Flag,Canton,Ghost House,15
Flag,Malware,Marble Towers,8
Flag,Malware,Mansion of Madness,3
Flag,Malware,Super Sky Courtyard,8
Flag,Malware,Hell Pyramid,3
Flag,Malware,Desert Fort,15
Flag,Malware,Sandstone Cliffs,12
Flag,Malware,Shy Guy Lumber Co.,8
Flag,Malware,Strobenz Desert Illusion,10
Flag,Malware,Banished Keep,3
Flag,Malware,Rainbow Road: Solar Edition,10
Flag,Malware,N64 Rainbow Road,2
Flag,Malware,Ghost House,4
Flag,Lawrence,Marble Towers,3
Flag,Lawrence,Mansion of Madness,6
Flag,Lawrence,Super Sky Courtyard,15
Flag,Lawrence,Hell Pyramid,6
Flag,Lawrence,Desert Fort,10
Flag,Lawrence,Sandstone Cliffs,2
Flag,Lawrence,Shy Guy Lumber Co.,3
Flag,Lawrence,Strobenz Desert Illusion,8
Flag,Lawrence,Banished Keep,2
Flag,Lawrence,Rainbow Road: Solar Edition,6
Flag,Lawrence,N64 Rainbow Road,12
Flag,Lawrence,Ghost House,12
Flag,End,Marble Towers,10
Flag,End,Mansion of Madness,4
Flag,End,Super Sky Courtyard,2
Flag,End,Hell Pyramid,8
Flag,End,Desert Fort,3
Flag,End,Sandstone Cliffs,6
Flag,End,Shy Guy Lumber Co.,10
Flag,End,Strobenz Desert Illusion,3
Flag,End,Banished Keep,12
Flag,End,Rainbow Road: Solar Edition,8
Flag,End,N64 Rainbow Road,10
Flag,End,Ghost House,6
Flag,Silver (bag),Marble Towers,0
Flag,Silver (bag),Mansion of Madness,1
Flag,Silver (bag),Super Sky Courtyard,0
Flag,Silver (bag),Hell Pyramid,0
Flag,Silver (bag),Desert Fort,1
Flag,Silver (bag),Sandstone Cliffs,0
Flag,Silver (bag),Shy Guy Lumber Co.,1
Flag,Silver (bag),Strobenz Desert Illusion,0
Flag,Silver (bag),Banished Keep,1
Flag,Silver (bag),Rainbow Road: Solar Edition,1
Flag,Silver (bag),N64 Rainbow Road,1
Flag,Silver (bag),Ghost House,0
6c,brody,Skyline Avenue,8
6c,brody,Flying Kingdom,12
6c,brody,Glimmer Express Trains,6
6c,brody,Spooky Swamp,15
6c,brody,Marble Towers,15
6c,brody,Lava Lake,6
6c,brody,Lost Fortress,15
6c,brody,GBA Bowser Castle 2,15
6c,brody,Haunted Gardens,3
6c,brody,GBA Cheese Land,15
6c,zilla (bag),Skyline Avenue,1
6c,zilla,Flying Kingdom,10
6c,zilla,Glimmer Express Trains,12
6c,zilla,Spooky Swamp,10
6c,zilla,Marble Towers,10
6c,zilla,Lava Lake,12
6c,zilla,Lost Fortress,12
6c,zilla,GBA Bowser Castle 2,8
6c,zilla,Haunted Gardens,8
6c,zilla,GBA Cheese Land,10
6c,Charlie,Skyline Avenue,12
6c,Charlie (bag),Flying Kingdom,1
6c,Charlie,Glimmer Express Trains,4
6c,Charlie (bag),Spooky Swamp,1
6c,Charlie,Marble Towers,3
6c,Charlie,Lava Lake,15
6c,Charlie,Lost Fortress,8
6c,Charlie (bag),GBA Bowser Castle 2,0
6c,Charlie,Haunted Gardens,15
6c,Charlie,GBA Cheese Land,12
6c,LukeGB,Skyline Avenue,15
6c,LukeGB,Flying Kingdom,8
6c,LukeGB (bag),Glimmer Express Trains,1
6c,LukeGB,Spooky Swamp,6
6c,LukeGB,Marble Towers,6
6c,LukeGB,Lava Lake,3
6c,LukeGB,Lost Fortress,10
6c,LukeGB,GBA Bowser Castle 2,4
6c,LukeGB,Haunted Gardens,6
6c,LukeGB,GBA Cheese Land,8
6c,Stubbz,Skyline Avenue,2
6c,Stubbz,Flying Kingdom,2
6c,Stubbz,Glimmer Express Trains,2
6c,Stubbz,Spooky Swamp,4
6c,Stubbz (bag),Marble Towers,0
6c,Stubbz,Lava Lake,4
6c,Stubbz,Lost Fortress,4
6c,Stubbz,GBA Bowser Castle 2,2
6c,Stubbz,Haunted Gardens,4
6c,Stubbz,GBA Cheese Land,3
TMNG,Mossan,Skyline Avenue,10
TMNG,Mossan,Flying Kingdom,6
TMNG,Mossan,Glimmer Express Trains,15
TMNG,Mossan,Spooky Swamp,3
TMNG,Mossan,Marble Towers,8
TMNG,Mossan,Lava Lake,8
TMNG,Mossan,Lost Fortress,6
TMNG,Mossan,GBA Bowser Castle 2,12
TMNG,Mossan,Haunted Gardens,2
TMNG,Mossan,GBA Cheese Land,4
TMNG,Kaguya,Skyline Avenue,3
TMNG,Kaguya,Flying Kingdom,4
TMNG,Kaguya,Glimmer Express Trains,3
TMNG,Kaguya,Spooky Swamp,8
TMNG,Kaguya,Marble Towers,4
TMNG,Kaguya,Lava Lake,10
TMNG,Kaguya,Lost Fortress,2
TMNG,Kaguya,GBA Bowser Castle 2,10
TMNG,Kaguya,Haunted Gardens,10
TMNG,Kaguya,GBA Cheese Land,6
TMNG,tobun,Skyline Avenue,4
TMNG,tobun,Flying Kingdom,15
TMNG,tobun,Glimmer Express Trains,8
TMNG,tobun (bag),Spooky Swamp,0
TMNG,tobun,Marble Towers,2
TMNG,tobun,Lava Lake,2
TMNG,tobun (bag),Lost Fortress,1
TMNG,tobun,GBA Bowser Castle 2,6
TMNG,tobun,Haunted Gardens,12
TMNG,tobun (bag),GBA Cheese Land,0
TMNG,Marron,Skyline Avenue,6
TMNG,Marron,Flying Kingdom,3
TMNG,Marron,Glimmer Express Trains,10
TMNG,Marron,Spooky Swamp,12
TMNG,Marron,Marble Towers,12
TMNG,Marron (bag),Lava Lake,0
TMNG,Marron (bag),Lost Fortress,0
TMNG,Marron,GBA Bowser Castle 2,3
TMNG,Marron (bag),Haunted Gardens,1
TMNG,Marron,GBA Cheese Land,2
TMNG,Ultimate Madoka (bag),Skyline Avenue,0
TMNG,Ultimate Madoka (bag),Flying Kingdom,0
TMNG,Ultimate Madoka (bag),Glimmer Express Trains,0
TMNG,Ultimate Madoka,Spooky Swamp,2
TMNG,Ultimate Madoka (bag),Marble Towers,1
TMNG,Ultimate Madoka (bag),Lava Lake,1
TMNG,Ultimate Madoka,Lost Fortress,3
TMNG,Ultimate Madoka (bag),GBA Bowser Castle 2,1
TMNG,Ultimate Madoka (bag),Haunted Gardens,0
TMNG,Ultimate Madoka (bag),GBA Cheese Land,1
6c,LukeGB,Desert Fort,2
6c,LukeGB,The Rabbit Hole,12
6c,LukeGB,Color Wonderland,12
6c,LukeGB,Marble Towers,10
6c,LukeGB,Infernal Pipeyard,15
6c,LukeGB,Forest Creek,8
6c,LukeGB,Amanita Abyss,12
6c,LukeGB,Flying Kingdom,12
6c,LukeGB,Festival Town,34
6c,LukeGB (bag),3DS Rosalina's Ice World,0
6c,LukeGB (bag),Castle in the Sky,0
6c,LukeGB (bag),Glimmer Express Trains,0
6c,zilla,Desert Fort,3
6c,zilla,The Rabbit Hole,15
6c,zilla,Color Wonderland,15
6c,zilla,Marble Towers,15
6c,zilla,Infernal Pipeyard,12
6c,zilla,Forest Creek,15
6c,zilla,Amanita Abyss,3
6c,zilla,Flying Kingdom,4
6c,zilla,Festival Town,2
6c,zilla,3DS Rosalina's Ice World,8
6c,zilla,Castle in the Sky,8
6c,zilla,Glimmer Express Trains,15
6c,brody,Desert Fort,15
6c,brody,The Rabbit Hole,8
6c,brody,Color Wonderland,3
6c,brody,Marble Towers,3
6c,brody,Infernal Pipeyard,8
6c,brody,Forest Creek,4
6c,brody,Amanita Abyss,8
6c,brody,Flying Kingdom,8
6c,brody,Festival Town,32
6c,brody (bag),3DS Rosalina's Ice World,0
6c,brody (bag),Castle in the Sky,0
6c,brody (bag),Glimmer Express Trains,0
6c,Charlie,Desert Fort,6
6c,Charlie,The Rabbit Hole,4
6c,Charlie,Color Wonderland,6
6c,Charlie,Marble Towers,12
6c,Charlie,Infernal Pipeyard,2
6c,Charlie,Forest Creek,3
6c,Charlie,Amanita Abyss,6
6c,Charlie,Flying Kingdom,15
6c,Charlie,Festival Town,18
6c,Charlie (bag),3DS Rosalina's Ice World,0
6c,Charlie (bag),Castle in the Sky,0
6c,Charlie (bag),Glimmer Express Trains,0
6c,Stubbz,Desert Fort,2
6c,Stubbz (bag),The Rabbit Hole,0
6c,Stubbz (bag),Color Wonderland,0
6c,Stubbz (bag),Marble Towers,0
6c,Stubbz,Infernal Pipeyard,2
6c,Stubbz (bag),Forest Creek,0
6c,Stubbz (bag),Amanita Abyss,0
6c,Stubbz (bag),Flying Kingdom,0
6c,Stubbz (bag),Festival Town,0
6c,Stubbz (bag),3DS Rosalina's Ice World,0
6c,Stubbz (bag),Castle in the Sky,1
6c,Stubbz (bag),Glimmer Express Trains,1
Omega,Boshi,Desert Fort,10
Omega,Boshi,The Rabbit Hole,10
Omega,Boshi,Color Wonderland,2
Omega,Boshi,Marble Towers,8
Omega,Boshi,Infernal Pipeyard,10
Omega,Boshi,Forest Creek,12
Omega,Boshi,Amanita Abyss,15
Omega,Boshi,Flying Kingdom,10
Omega,Boshi,Festival Town,42
Omega,Boshi (bag),3DS Rosalina's Ice World,0
Omega,Boshi (bag),Castle in the Sky,0
Omega,Boshi (bag),Glimmer Express Trains,0
Omega,scrimshaw,Desert Fort,8
Omega,scrimshaw,The Rabbit Hole,6
Omega,scrimshaw,Color Wonderland,4
Omega,scrimshaw,Marble Towers,6
Omega,scrimshaw,Infernal Pipeyard,6
Omega,scrimshaw,Forest Creek,10
Omega,scrimshaw,Amanita Abyss,4
Omega,scrimshaw,Flying Kingdom,6
Omega,scrimshaw,Festival Town,12
Omega,scrimshaw,3DS Rosalina's Ice World,4
Omega,scrimshaw,Castle in the Sky,15
Omega,scrimshaw,Glimmer Express Trains,2
Omega,Indy,Desert Fort,12
Omega,Indy,The Rabbit Hole,3
Omega,Indy,Color Wonderland,8
Omega,Indy,Marble Towers,4
Omega,Indy,Infernal Pipeyard,4
Omega,Indy,Forest Creek,6
Omega,Indy,Amanita Abyss,10
Omega,Indy,Flying Kingdom,2
Omega,Indy,Festival Town,8
Omega,Indy,3DS Rosalina's Ice World,10
Omega,Indy,Castle in the Sky,10
Omega,Indy,Glimmer Express Trains,3
Omega,Ice,Desert Fort,4
Omega,Ice,The Rabbit Hole,2
Omega,Ice,Color Wonderland,10
Omega,Ice,Marble Towers,2
Omega,Ice,Infernal Pipeyard,3
Omega,Ice,Forest Creek,2
Omega,Ice,Amanita Abyss,2
Omega,Ice,Flying Kingdom,3
Omega,Ice,Festival Town,17
Omega,Ice (bag),3DS Rosalina's Ice World,0
Omega,Ice (bag),Castle in the Sky,0
Omega,Ice (bag),Glimmer Express Trains,0
Omega,Hintz (bag),Desert Fort,0
Omega,Hintz (bag),The Rabbit Hole,0
Omega,Hintz (bag),Color Wonderland,1
Omega,Hintz (bag),Marble Towers,1
Omega,Hintz,Infernal Pipeyard,2
Omega,Hintz (bag),Forest Creek,0
Omega,Hintz (bag),Amanita Abyss,0
Omega,Hintz (bag),Flying Kingdom,0
Omega,Hintz (bag),Festival Town,1
Omega,Hintz (bag),3DS Rosalina's Ice World,1
Omega,Hintz (bag),Castle in the Sky,0
Omega,Hintz (bag),Glimmer Express Trains,0
6c,Jonny (bag),Desert Fort,0
6c,Jonny (bag),The Rabbit Hole,0
6c,Jonny (bag),Color Wonderland,0
6c,Jonny (bag),Marble Towers,0
6c,Jonny (bag),Infernal Pipeyard,0
6c,Jonny (bag),Forest Creek,0
6c,Jonny (bag),Amanita Abyss,0
6c,Jonny (bag),Flying Kingdom,0
6c,Jonny (bag),Festival Town,0
6c,Jonny (bag),3DS Rosalina's Ice World,0
6c,Jonny (bag),Castle in the Sky,0
6c,Jonny (bag),Glimmer Express Trains,0
BBB,Ford,Banished Keep,12
BBB,Ford,Fort Francis,12
BBB,Ford,Lava Lake,8
BBB,Ford,Shy Guy Lumber Co.,10
BBB,Ford,Lost Fortress,2
BBB,Ford,Sandstone Cliffs,8
BBB,Ford,Super Sky Courtyard,10
BBB,Ford,Starry Cityscape,3
BBB,Ford,The Great Apple War,8
BBB,Ford,Strobenz Desert Illusion,15
BBB,Ford,GBA Ribbon Road,12
BBB,Ford,Ghost House,10
BBB,Snowy,Banished Keep,2
BBB,Snowy,Fort Francis,10
BBB,Snowy,Lava Lake,4
BBB,Snowy,Shy Guy Lumber Co.,15
BBB,Snowy,Lost Fortress,3
BBB,Snowy,Sandstone Cliffs,12
BBB,Snowy,Super Sky Courtyard,15
BBB,Snowy,Starry Cityscape,15
BBB,Snowy,The Great Apple War,6
BBB,Snowy,Strobenz Desert Illusion,12
BBB,Snowy,GBA Ribbon Road,4
BBB,Snowy,Ghost House,12
BBB,Snoopy,Banished Keep,8
BBB,Snoopy,Fort Francis,6
BBB,Snoopy,Lava Lake,12
BBB,Snoopy,Shy Guy Lumber Co.,2
BBB,Snoopy,Lost Fortress,12
BBB,Snoopy,Sandstone Cliffs,15
BBB,Snoopy,Super Sky Courtyard,3
BBB,Snoopy,Starry Cityscape,10
BBB,Snoopy,The Great Apple War,12
BBB,Snoopy,Strobenz Desert Illusion,2
BBB,Snoopy,GBA Ribbon Road,8
BBB,Snoopy,Ghost House,8
BBB,ghost,Banished Keep,4
BBB,ghost,Fort Francis,8
BBB,ghost,Lava Lake,6
BBB,ghost,Shy Guy Lumber Co.,4
BBB,ghost,Lost Fortress,6
BBB,ghost,Sandstone Cliffs,2
BBB,ghost,Super Sky Courtyard,2
BBB,ghost,Starry Cityscape,8
BBB,ghost,The Great Apple War,10
BBB,ghost,Strobenz Desert Illusion,6
BBB,ghost,GBA Ribbon Road,6
BBB,ghost,Ghost House,3
BBB,psycho (bag),Banished Keep,0
BBB,psycho (bag),Fort Francis,0
BBB,psycho (bag),Lava Lake,1
BBB,psycho (bag),Shy Guy Lumber Co.,0
BBB,psycho (bag),Lost Fortress,0
BBB,psycho (bag),Sandstone Cliffs,1
BBB,psycho (bag),Super Sky Courtyard,0
BBB,psycho (bag),Starry Cityscape,1
BBB,psycho (bag),The Great Apple War,0
BBB,psycho (bag),Strobenz Desert Illusion,0
BBB,psycho (bag),GBA Ribbon Road,0
BBB,psycho (bag),Ghost House,0
Flag,Canton,Banished Keep,15
Flag,Canton,Fort Francis,15
Flag,Canton,Lava Lake,15
Flag,Canton,Shy Guy Lumber Co.,3
Flag,Canton,Lost Fortress,15
Flag,Canton,Sandstone Cliffs,3
Flag,Canton,Super Sky Courtyard,12
Flag,Canton,Starry Cityscape,6
Flag,Canton,The Great Apple War,4
Flag,Canton,Strobenz Desert Illusion,8
Flag,Canton,GBA Ribbon Road,15
Flag,Canton,Ghost House,6
Flag,End,Banished Keep,3
Flag,End,Fort Francis,4
Flag,End,Lava Lake,10
Flag,End,Shy Guy Lumber Co.,8
Flag,End,Lost Fortress,8
Flag,End,Sandstone Cliffs,10
Flag,End,Super Sky Courtyard,8
Flag,End,Starry Cityscape,12
Flag,End,The Great Apple War,2
Flag,End,Strobenz Desert Illusion,3
Flag,End,GBA Ribbon Road,3
Flag,End,Ghost House,15
Flag,Malware,Banished Keep,6
Flag,Malware,Fort Francis,3
Flag,Malware,Lava Lake,2
Flag,Malware,Shy Guy Lumber Co.,12
Flag,Malware,Lost Fortress,4
Flag,Malware,Sandstone Cliffs,4
Flag,Malware,Super Sky Courtyard,4
Flag,Malware,Starry Cityscape,4
Flag,Malware,The Great Apple War,15
Flag,Malware,Strobenz Desert Illusion,4
Flag,Malware,GBA Ribbon Road,10
Flag,Malware,Ghost House,2
Flag,Silver,Banished Keep,10
Flag,Silver,Fort Francis,2
Flag,Silver,Lava Lake,3
Flag,Silver,Shy Guy Lumber Co.,6
Flag,Silver,Lost Fortress,10
Flag,Silver,Sandstone Cliffs,6
Flag,Silver,Super Sky Courtyard,6
Flag,Silver,Starry Cityscape,2
Flag,Silver,The Great Apple War,3
Flag,Silver,Strobenz Desert Illusion,10
Flag,Silver,GBA Ribbon Road,2
Flag,Silver,Ghost House,4
Flag,Masako (bag),Banished Keep,1
Flag,Masako (bag),Fort Francis,1
Flag,Masako (bag),Lava Lake,0
Flag,Masako (bag),Shy Guy Lumber Co.,1
Flag,Masako (bag),Lost Fortress,1
Flag,Masako (bag),Sandstone Cliffs,0
Flag,Masako (bag),Super Sky Courtyard,1
Flag,Masako (bag),Starry Cityscape,0
Flag,Masako (bag),The Great Apple War,1
Flag,Masako (bag),Strobenz Desert Illusion,1
Flag,Masako (bag),GBA Ribbon Road,1
Flag,Masako (bag),Ghost House,1
Mi,abell,Mansion of Madness,8
Mi,abell,Rainbow Road: Solar Edition,10
Mi,abell,Hell Pyramid,15
Mi,abell,Frantic Funyard,10
Mi,abell,Sandstone Cliffs,12
Mi,abell,Thwomp Swamp,15
Mi,abell,Shy Guy Lumber Co.,8
Mi,abell,Siberian Chateau,15
Mi,abell,Halogen Highway,10
Mi,abell,Alpine Peak,15
Mi,abell,Wicked Woods,15
Mi,abell,N64 Rainbow Road,15
Mi,winter,Mansion of Madness,6
Mi,winter,Rainbow Road: Solar Edition,15
Mi,winter,Hell Pyramid,6
Mi,winter,Frantic Funyard,8
Mi,winter,Sandstone Cliffs,2
Mi,winter,Thwomp Swamp,12
Mi,winter,Shy Guy Lumber Co.,3
Mi,winter,Siberian Chateau,8
Mi,winter,Halogen Highway,12
Mi,winter,Alpine Peak,6
Mi,winter,Wicked Woods,8
Mi,winter,N64 Rainbow Road,6
Mi,Jack,Mansion of Madness,4
Mi,Jack,Rainbow Road: Solar Edition,8
Mi,Jack,Hell Pyramid,4
Mi,Jack,Frantic Funyard,15
Mi,Jack,Sandstone Cliffs,6
Mi,Jack,Thwomp Swamp,6
Mi,Jack,Shy Guy Lumber Co.,6
Mi,Jack,Siberian Chateau,6
Mi,Jack,Halogen Highway,6
Mi,Jack,Alpine Peak,3
Mi,Jack,Wicked Woods,10
Mi,Jack,N64 Rainbow Road,3
Mi,Tectrox,Mansion of Madness,2
Mi,Tectrox,Rainbow Road: Solar Edition,6
Mi,Tectrox,Hell Pyramid,2
Mi,Tectrox,Frantic Funyard,6
Mi,Tectrox,Sandstone Cliffs,3
Mi,Tectrox,Thwomp Swamp,4
Mi,Tectrox,Shy Guy Lumber Co.,4
Mi,Tectrox,Siberian Chateau,11
Mi,Tectrox,Halogen Highway,8
Mi,Tectrox,Alpine Peak,10
Mi,Tectrox,Wicked Woods,12
Mi,Tectrox,N64 Rainbow Road,4
Mi,miiwii (bag),Mansion of Madness,1
Mi,miiwii (bag),Rainbow Road: Solar Edition,1
Mi,miiwii (bag),Hell Pyramid,0
Mi,miiwii (bag),Frantic Funyard,1
Mi,miiwii (bag),Sandstone Cliffs,0
Mi,miiwii (bag),Thwomp Swamp,1
Mi,miiwii (bag),Shy Guy Lumber Co.,0
Mi,miiwii (bag),Siberian Chateau,0
Mi,miiwii (bag),Halogen Highway,0
Mi,miiwii (bag),Alpine Peak,1
Mi,miiwii (bag),Wicked Woods,0
Mi,miiwii (bag),N64 Rainbow Road,0
sts,Bally,Mansion of Madness,10
sts,Bally,Rainbow Road: Solar Edition,4
sts,Bally,Hell Pyramid,12
sts,Bally,Frantic Funyard,3
sts,Bally,Sandstone Cliffs,15
sts,Bally,Thwomp Swamp,10
sts,Bally,Shy Guy Lumber Co.,11
sts,Bally,Siberian Chateau,4
sts,Bally,Halogen Highway,15
sts,Bally,Alpine Peak,8
sts,Bally,Wicked Woods,4
sts,Bally,N64 Rainbow Road,10
sts,Loocas,Mansion of Madness,12
sts,Loocas,Rainbow Road: Solar Edition,12
sts,Loocas,Hell Pyramid,10
sts,Loocas,Frantic Funyard,12
sts,Loocas,Sandstone Cliffs,8
sts,Loocas,Thwomp Swamp,3
sts,Loocas,Shy Guy Lumber Co.,2
sts,Loocas,Siberian Chateau,3
sts,Loocas,Halogen Highway,2
sts,Loocas,Alpine Peak,12
sts,Loocas,Wicked Woods,6
sts,Loocas,N64 Rainbow Road,12
sts,jayde,Mansion of Madness,3
sts,jayde,Rainbow Road: Solar Edition,2
sts,jayde,Hell Pyramid,3
sts,jayde,Frantic Funyard,4
